m/z,RT (min),z,Obs Mass,Specificity,P-value,SelScore 12ca5,SelScore Intstd 12ca5,Ln(Concentration-Dependent Enrichment) 12ca5,SelScore BeadsOnly,SelScore Intstd BeadsOnly,Ln(Concentration-Dependent Enrichment) BeadsOnly,Areas_toberemoved_12ca5,yint_toberemoved_12ca5,Slope_toberemoved_12ca5,Areas_toberemoved_BeadsOnly,yint_toberemoved_BeadsOnly,Slope_toberemoved_BeadsOnly,Area of Beads Only Reference,SelScore Rank 12ca5,SelScore Intstd Rank 12ca5,Concentration-Dependent Enrichment Rank 12ca5,Total Rank 12ca5,Total Intstd Rank 12ca5
418.96718219508057,27.03873358878121,4.0,1671.8396229003222,12ca5,0.04473198821737339,0.7231045756243223,51899442.19158955,16.042279026438564,0.27689542437567766,19873637.30632403,-0.30950580199052313,"((1, 17299816.117677107), (0.6, 9392973.518646512), (0.3, 10307785.191541607))",6624545.386732127,9269861.775101347,"((1, 6624541.435715988), (0.6, 6624548.019137758), (0.3, 6624546.705342633))",6624545.386732127,-1.362751478623077,6624545.386732127,227,259,101,328,360
438.9836970146651,33.76426985354791,2.0,875.9528410893301,12ca5,0.02454368531628997,0.7078881320086292,100922999.85517985,16.281500330843187,0.29211186799137084,41646136.83709852,-0.8767902020463095,"((1, 33640994.51580539), (0.6, 10464930.933541372), (0.3, 11766233.46268364))",13882043.645147244,11775131.091527192,"((1, 13882044.361045383), (0.6, 13882043.985947594), (0.3, 13882042.588448763))",13882043.645147244,0.4161164200239911,13882043.645147244,271,31,58,329,89
355.19346489023593,26.23478015825977,5.0,1770.9309421011797,12ca5,0.023397075752075863,0.8064999445472486,24920932.39383335,15.289835666083988,0.19350005545275142,5979171.892997589,3.7481224361750547,"((1, 8306977.203651513), (0.6, 3470755.8025809578), (0.3, 7366881.91256925))",3297773.3830589135,4368086.7916118745,"((1, 3297773.911680075), (0.6, 3297772.035726808), (0.3, 3297774.201769857))",3297773.3830589135,-0.023561943403747065,3297773.3830589135,67,469,263,330,732
561.2845043277357,51.295648929079064,3.0,1680.831683573207,12ca5,0.018810727339044146,0.7304728708862286,100347534.14079773,15.908392512618882,0.2695271291137715,37025855.262498684,-0.9934664708367587,"((1, 32098305.425086293), (0.6, 9487211.603445824), (0.3, 11444107.788518878))",15508896.57058194,8108249.130761218,"((1, 15508897.065969402), (0.6, 15508897.204416996), (0.3, 15508895.44135943))",15508896.57058194,0.3702908611923903,15508896.57058194,206,33,129,335,162
547.6177284394186,64.60765052204589,3.0,1639.8313559082558,12ca5,0.01356308110203576,0.8207633711322664,18943593.130264238,15.183807027271596,0.17923662886773362,4136863.182169653,3.370175189464687,"((1, 6314530.5272095315), (0.6, 1985517.976832358), (0.3, 2702433.216557098))",1378960.672477219,3928652.4117601085,"((1, 1379052.850880517), (0.6, 1378886.160374248), (0.3, 1378943.0061768922))",1378960.672477219,29.08362175564189,1378960.672477219,57,507,285,342,792
457.23109006420333,37.57819237977548,2.0,912.4476271884066,12ca5,0.009897842840410499,0.7202855987351838,57626040.64598398,15.955701578226085,0.2797144012648162,22378391.966822498,-1.1534319545467535,"((1, 19208681.203188676), (0.6, 7626980.016145381), (0.3, 9048836.461408133))",7459463.791674857,8501061.348763999,"((1, 7459464.154104927), (0.6, 7459464.471172434), (0.3, 7459462.74974721))",7459463.791674857,0.3155519489706592,7459463.791674857,235,220,112,347,332
447.2227570018615,40.62270480372111,2.0,892.430961063723,12ca5,0.02643559255119418,0.7238119622047477,64968343.35589447,15.933246589799051,0.2761880377952523,24790249.688077085,-0.07168626895080644,"((1, 21656117.820136573), (0.6, 8821739.53616872), (0.3, 12328318.281297676))",9786750.420411177,8312297.392370644,"((1, 9786752.214373305), (0.6, 9786750.733476887), (0.3, 9786748.313383335))",9786750.420411177,0.930822878045007,9786750.420411177,224,152,123,347,275
455.47919371170786,42.01352637109851,2.0,908.9438344834157,12ca5,0.025627838937146777,0.7457142973393881,63506120.34505295,15.620706421401987,0.2542857026606119,21655342.391593713,-0.0014775598331835812,"((1, 22853969.073771972), (0.6, 6721339.731604581), (0.3, 12829311.83838529))",11535726.855994202,6081162.409258466,"((1, 11535725.534411624), (0.6, 11535725.099206574), (0.3, 11535729.93436441))",11535726.855994202,-1.0014786519625432,11535726.855994202,165,165,189,354,354
450.2376808931095,37.74480829766662,2.0,898.4608088462189,12ca5,0.0067341083563699465,0.7217299508821412,70483320.42996834,15.917222117614417,0.27827004911785874,27175534.30346684,3.108779415472762,"((1, 24335654.222194422), (0.6, 8300367.437766955), (0.3, 10939342.956462063))",10913919.672023447,8180158.767451043,"((1, 10913919.549590426), (0.6, 10913919.741865924), (0.3, 10913919.724613994))",10913919.672023447,-0.04465542781362908,10913919.672023447,229,121,126,355,247
456.7291553886688,36.66517998266105,4.0,1822.8875156746751,12ca5,0.005324729528263594,0.7199318415747886,48226427.69934904,15.939548808172113,0.2800681584252113,18761063.219038315,0.6821375202563041,"((1, 16075475.997998217), (0.6, 7665474.4427532805), (0.3, 11120933.875446184))",6253689.575514276,8364848.72677595,"((1, 6253688.213589981), (0.6, 6253690.3099172665), (0.3, 6253690.203035579))",6253689.575514276,-0.5055352448227375,6253689.575514276,237,285,121,358,406
465.23171074355076,42.526035189272065,2.0,928.4488685471015,12ca5,0.003242271420374478,0.7090740954409894,41813394.80053527,16.11670476516026,0.2909259045590106,17155611.498489887,-2.003793007959896,"((1, 13937796.56187787), (0.6, 11868216.040956868), (0.3, 10341645.28863211))",5095459.787180932,9986100.810352892,"((1, 5095460.054346842), (0.6, 5095459.815437958), (0.3, 5095459.491757997))",5095459.787180932,0.1348229277285692,5095459.787180932,268,335,91,359,426
429.7398889590446,49.21279138615209,4.0,1714.9304499561783,12ca5,0.03899427266934204,0.7396949057319172,57301404.79673987,15.668352382648134,0.2603050942680829,20164864.54310502,2.276796418418964,"((1, 17864611.60393552), (0.6, 4205972.218960152), (0.3, 4699087.755668442))",6605231.126245161,6377918.719898169,"((1, 6605231.224186064), (0.6, 6605230.401756409), (0.3, 6605231.752793013))",6605231.126245161,-0.10261240794521709,6605231.126245161,181,221,182,363,403
390.2161512541586,27.385602567602707,2.0,778.4177495683172,12ca5,0.037613768197666396,0.8198301669963797,38697194.221114576,15.090845177629852,0.18016983300362036,8504282.107683973,0.89803016602443,"((1, 9072267.501242943), (0.6, 6834557.315547578), (0.3, 3435513.2662402894))",4743580.076802639,3579899.114347151,"((1, 4743579.641880194), (0.6, 4743579.1226603), (0.3, 4743581.465867427))",4743580.076802639,-0.4073713237831049,4743580.076802639,58,356,307,365,663
536.9611822470046,39.98728234512716,3.0,1607.8617173310136,12ca5,0.025571595032288223,0.7330008391947981,71198697.93847829,15.743640391817957,0.2669991608052019,25934475.901663706,0.9161866451924937,"((1, 21154443.698893793), (0.6, 4063152.449353844), (0.3, 12239107.962809568))",9101548.869468957,6876637.753360447,"((1, 9101547.741385203), (0.6, 9101549.568129793), (0.3, 9101549.298891878))",9101548.869468957,-0.4000416368395472,9101548.869468957,202,116,166,368,282
395.19345747616705,21.037070010181807,2.0,788.3723620123341,12ca5,0.031154511294158586,0.8729877566912335,11931938.37085766,14.998946237186027,0.12701224330876645,1735994.8611978032,-2.3242725967543416,"((1, 3937953.4128208007), (0.6, 2844401.5673800875), (0.3, 686558.7497061325))",587094.2477667026,3265574.4178741267,"((1, 587094.8466434717), (0.6, 587093.3233514545), (0.3, 587094.5733051812))",587094.2477667026,0.09785459792156537,587094.2477667026,37,542,335,372,877
414.9787426507137,40.90714327027718,2.0,827.9429323614273,12ca5,0.0022447279151189244,0.7048796525554518,106805825.65094632,16.119398394656656,0.2951203474445481,44717665.29355085,-0.8021128318734129,"((1, 35601942.00900554), (0.6, 3790190.5303632803), (0.3, 20729387.22898221))",15566300.237431202,10013035.926375186,"((1, 15566301.476221656), (0.6, 15566299.514093066), (0.3, 15566299.72197889))",15566300.237431202,0.448380609769626,15566300.237431202,285,22,89,374,111
558.955938213937,40.26237039458476,3.0,1673.845985231811,12ca5,0.036061297419192846,0.7124722581219401,52477492.07449033,15.95249800804288,0.2875277418780599,21177996.228759184,-1.4300293851908028,"((1, 17492497.451699734), (0.6, 3244164.888233124), (0.3, 17843076.588936843))",6581476.984493413,8473871.17816548,"((1, 6581477.076259685), (0.6, 6581477.926997899), (0.3, 6581475.950222656))",6581476.984493413,0.23930189020873294,6581476.984493413,260,256,115,375,371
455.9781714006374,54.606821644976336,2.0,909.9417898612747,12ca5,0.015553561983724219,0.7628665866526695,26708837.193273745,15.360622752636491,0.23713341334733046,8302313.721681958,1.7449981402394659,"((1, 8902944.452527707), (0.6, 3422521.4962441176), (0.3, 3666651.2271294203))",2767437.45848075,4688497.621968437,"((1, 2767436.871489464), (0.6, 2767437.984008062), (0.3, 2767437.519944723))",2767437.45848075,-0.17464531376497083,2767437.45848075,126,457,250,376,707
436.493317919998,41.15592577874496,4.0,1741.9441657999919,12ca5,0.04675054402097629,0.7213930868420436,69708061.4733982,15.835673158328845,0.2786069131579564,26921727.118769843,4.085508622587713,"((1, 23236023.576302648), (0.6, 5593079.800447204), (0.3, 4636355.344512903))",8973910.254964095,7539550.7677022135,"((1, 8973910.16186645), (0.6, 8973910.390921427), (0.3, 8973910.212104412))",8973910.254964095,-0.01681458486298948,8973910.254964095,232,126,144,376,270
535.2833945736242,42.58524484932728,3.0,1602.8283543108723,12ca5,0.049192242374779545,0.7188976423507186,62786995.36534361,15.883348269995661,0.2811023576492814,24550883.724142384,1.0622773459767292,"((1, 23259287.46873635), (0.6, 3739576.35082037), (0.3, 9027024.891158113))",8813140.67551863,7907705.88103527,"((1, 8813140.161880994), (0.6, 8813140.203279221), (0.3, 8813141.661395669))",8813140.67551863,-0.3456677083153754,8813140.67551863,243,172,134,377,306
552.6261445481186,53.1436378563399,3.0,1654.856604234356,12ca5,0.0022764853667694685,0.7877383369031131,98646173.04529724,15.137168721151394,0.2122616630968869,26580908.61878851,-2.9840439239484016,"((1, 24918721.121057753), (0.6, 4921330.023471265), (0.3, 7721108.036937295))",13026780.341898557,3749633.7299063336,"((1, 13026780.977101276), (0.6, 13026779.104266787), (0.3, 13026780.944327608))",13026780.341898557,0.05058784626411128,13026780.341898557,87,37,295,382,332
558.6098457760402,42.76923657078939,3.0,1672.8077079181205,12ca5,0.045581968210833386,0.7681239820829565,43174757.55508585,15.244571566903979,0.23187601791704346,13033300.729993217,-0.00020969839926463432,"((1, 12638698.381049974), (0.6, 4263017.734588622), (0.3, 6876839.383093502))",5897965.129521354,4174777.2723502405,"((1, 5897967.359553487), (0.6, 5897964.758433032), (0.3, 5897963.270577543))",5897965.129521354,0.9997903235859079,5897965.129521354,115,323,269,384,592
481.24289874580666,51.67393795769972,2.0,960.4712445516133,12ca5,0.005880524824924776,0.7045228644143106,48334238.97839413,16.035647879356432,0.2954771355856895,20271396.72169877,-0.3007924121435597,"((1, 15807106.939665787), (0.6, 14544030.49647689), (0.3, 4414501.328702856))",6581796.028558362,9208595.316190872,"((1, 6581798.362767939), (0.6, 6581794.1598545015), (0.3, 6581795.56305264))",6581796.028558362,0.7402314198522362,6581796.028558362,287,284,103,390,387
384.21032459883946,38.42509907665316,2.0,766.4060962576789,12ca5,0.02647523610272349,0.7320095488345648,37250706.843593284,15.617920790604575,0.2679904511654351,13637573.10152529,2.364716976960429,"((1, 12416904.04973364), (0.6, 3957092.9135185294), (0.3, 8663889.530880593))",4524826.220479269,6064246.1081906315,"((1, 4524826.01023258), (0.6, 4524826.25683805), (0.3, 4524826.394367176))",4524826.220479269,-0.09397589394815542,4524826.220479269,204,373,190,394,563
403.4793694906169,42.14889382987225,4.0,1609.8883720824674,12ca5,0.030489292683811203,0.7237428893888815,53118284.196235344,15.73338690321387,0.27625711061111863,20275575.66066452,-1.9250644593583779,"((1, 23072463.544453006), (0.6, 3709465.8262572982), (0.3, 6260246.73499149))",9108846.719317222,6806488.478505657,"((1, 9108846.840186989), (0.6, 9108847.142308464), (0.3, 9108846.175456218))",9108846.719317222,0.14586635410158855,9108846.719317222,225,250,170,395,420
519.2966568819357,45.868718147301465,3.0,1554.8681412358073,12ca5,0.005421934722209466,0.7332267209036022,58627925.68444686,15.577674494718515,0.26677327909639775,21330870.160030704,1.024003362133954,"((1, 16642576.69023942), (0.6, 2980947.155724976), (0.3, 6373778.800675437))",6261572.034007578,5825028.759857925,"((1, 6261571.6357211545), (0.6, 6261571.227430459), (0.3, 6261573.23887112))",6261572.034007578,-0.3591542338027305,6261572.034007578,200,211,195,395,406
434.24036258639256,48.132460764660856,4.0,1732.9323444655702,12ca5,0.004406264625528571,0.7610057513063813,52612295.01623357,15.260348466022313,0.2389942486936187,16522918.38513248,1.2660293498102275,"((1, 18930003.44857074), (0.6, 3577161.5879947147), (0.3, 7694909.069560536))",9071097.121994816,4241164.628490867,"((1, 9071096.636594376), (0.6, 9071096.891842723), (0.3, 9071097.837547347))",9071097.121994816,-0.281948922648191,9071097.121994816,129,255,267,396,522
424.9860937826681,39.89246074663406,4.0,1695.9152692506723,12ca5,0.013990713446414081,0.7115442057463548,54935077.94092976,15.871000567557346,0.2884557942536451,22270354.268734723,-1.8403973969180967,"((1, 22748219.71894288), (0.6, 4186264.6108991466), (0.3, 14926809.872470865))",9690820.18844923,7810664.235485738,"((1, 9690820.179008132), (0.6, 9690820.977791013), (0.3, 9690819.40854855))",9690820.18844923,0.15875432509015097,9690820.18844923,263,240,138,401,378
400.2220469281274,39.91849609071801,2.0,798.4295409162547,12ca5,0.011823175328885414,0.7017251631941729,87279448.36408922,16.015197276443626,0.2982748368058271,37098944.975552656,-1.2226957877596203,"((1, 29163928.10436046), (0.6, 7040469.564457498), (0.3, 10633201.912695512))",12366315.67504999,9022186.572316287,"((1, 12366316.598242497), (0.6, 12366314.944038376), (0.3, 12366315.482869098))",12366315.67504999,0.29443536084933275,12366315.67504999,296,55,105,401,160
424.7146620259713,20.025533007751466,2.0,847.4147711119425,12ca5,0.044774288369832875,0.774640155431909,17311991.732149582,15.110999314912636,0.225359844568091,5036438.840103794,2.2016904016857044,"((1, 5770664.658342484), (0.6, 3292629.7290825), (0.3, 2466790.4713992625))",1678814.4166025035,3652780.85994421,"((1, 1678813.7068149268), (0.6, 1678815.5381294352), (0.3, 1678814.0048631483))",1678814.4166025035,-0.11061601473517113,1678814.4166025035,99,519,303,402,822
547.6356073348973,47.04742975195895,3.0,1639.8849925946918,12ca5,0.01828373306967106,0.7248525348599595,66411522.02039164,15.649688494505702,0.27514746514004057,25209212.993278775,-0.49266137978844154,"((1, 20847709.084745217), (0.6, 1969711.9854134498), (0.3, 5730247.53109663))",7721911.0095276935,6259985.923963996,"((1, 7721912.777888867), (0.6, 7721909.8365092175), (0.3, 7721910.414184998))",7721911.0095276935,0.6109981303563637,7721911.0095276935,221,143,184,405,327
410.70810604908695,41.24356750612298,4.0,1638.8033183163477,12ca5,0.029934708326082863,0.7216553603686325,53032422.427399695,15.677384228247506,0.27834463963136735,20454764.587063722,-2.134504046688635,"((1, 17677473.13448213), (0.6, 4818217.650435316), (0.3, 5727220.319143779))",6818254.215994816,6435784.018885379,"((1, 6818254.322275189), (0.6, 6818254.53980631), (0.3, 6818253.78590295))",6818254.215994816,0.11830324871748055,6818254.215994816,230,251,179,409,430
450.4936913596776,26.661263266160425,2.0,898.9728297793552,12ca5,0.030391784070662495,0.7603914948484424,22891329.459281124,15.209358341462497,0.23960850515155768,7213333.223517184,-1.7485695966732215,"((1, 6770095.681520072), (0.6, 2597464.8487452236), (0.3, 5773549.333787377))",2219296.6700511044,4030328.0857388596,"((1, 2219296.7945845523), (0.6, 2219297.2205827083), (0.3, 2219295.9949860536))",2219296.6700511044,0.1740226881374659,2219296.6700511044,131,482,279,410,761
518.2963097626972,54.49479449392754,3.0,1551.8670998780917,12ca5,0.040879845577581946,0.7480605980236426,38642767.099971704,15.326567106345552,0.25193940197635756,13014501.311257195,-1.4436215342754875,"((1, 13332112.273156172), (0.6, 1006684.6884637796), (0.3, 3460568.8388786414))",4422944.966715901,4531516.031879825,"((1, 4422946.190652904), (0.6, 4422943.251873997), (0.3, 4422945.457620801))",4422944.966715901,0.2360712685235815,4422944.966715901,156,357,255,411,612
412.23070389825017,28.57707405274743,4.0,1644.8937097130006,12ca5,0.01006792514284282,0.7454470098441285,41863355.11701044,15.3854685051374,0.2545529901558715,14295371.880585253,1.0596807632033716,"((1, 14474780.141542519), (0.6, 5112026.88597905), (0.3, 5300934.642916071))",6401542.0118424855,4806446.064880911,"((1, 6401541.896208019), (0.6, 6401540.606585176), (0.3, 6401543.532734264))",6401542.0118424855,-0.3465664294290245,6401542.0118424855,166,334,246,412,580
445.749268459404,39.442259426943814,4.0,1778.9679679576159,12ca5,0.00547132989647685,0.7423295936652409,60166504.82929905,15.399602290125031,0.2576704063347591,20884426.37799374,-1.4314609563780045,"((1, 20055502.283158004), (0.6, 5055676.796675198), (0.3, 6345398.346197441))",9433672.87568302,4874861.687053001,"((1, 9433673.228649715), (0.6, 9433673.207065256), (0.3, 9433672.19133409))",9433672.87568302,0.23895955761287213,9433672.87568302,175,192,239,414,431
439.2078552837807,23.389581562260258,2.0,876.4011576275614,12ca5,0.007396860447176919,0.8075990768138619,12567235.702431977,14.948648098160868,0.19240092318613813,2993995.1895252154,2.119779544244993,"((1, 4189075.8078688104), (0.6, 2280709.415960997), (0.3, 2804994.932791405))",997996.0065341679,3105384.4998434475,"((1, 997995.6860882501), (0.6, 997996.1739605205), (0.3, 997996.1595537328))",997996.0065341679,-0.12005809309177229,997996.0065341679,66,538,350,416,888
408.9697832810023,38.327256549026416,2.0,815.9250136220046,12ca5,0.02853424834001425,0.7133723410012708,80665655.05236101,15.777938563742607,0.28662765899872916,32410855.51032887,1.0710807778384934,"((1, 26888554.926594216), (0.6, 5785156.839697085), (0.3, 5688918.604232932))",11445934.778589178,7116585.215258829,"((1, 11445934.901043087), (0.6, 11445932.83677972), (0.3, 11445936.597944727))",11445934.778589178,-0.34263800167333525,11445934.778589178,258,82,158,416,240
394.7231596676993,37.786986578302994,4.0,1574.863532790797,12ca5,0.004936739528138081,0.710051624257009,59119628.728713244,15.796173077497249,0.2899483757429911,24141400.05996877,-2.2948129050375936,"((1, 18838700.763475835), (0.6, 4725582.879785891), (0.3, 4734768.0011380315))",6623970.284628372,7247543.033748398,"((1, 6623970.099749719), (0.6, 6623971.203116412), (0.3, 6623969.551018982))",6623970.284628372,0.10078024698105159,6623970.284628372,265,204,154,419,358
531.6132542188429,58.913217619767146,3.0,1591.8179332465288,12ca5,0.019270848074628665,0.7331146036502834,48917747.54045305,15.472433806838525,0.2668853963497166,17808174.023357745,2.335211203276145,"((1, 16305916.426314592), (0.6, 1562207.0761822893), (0.3, 2990731.2576009487))",5546256.114011808,5243154.1217384655,"((1, 5546256.027395182), (0.6, 5546255.848298746), (0.3, 5546256.466341498))",5546256.114011808,-0.09679003799443753,5546256.114011808,201,279,221,422,500
456.2267932037015,38.85548474474496,4.0,1820.878066934806,12ca5,0.024371050975620624,0.7057498396762146,51742882.15435843,15.845718010654624,0.2942501603237854,21573297.666663054,1.2692577760298722,"((1, 17247626.608544562), (0.6, 9572174.088726824), (0.3, 10047077.296329362))",7874914.965505178,7615666.085333247,"((1, 7874914.4356980445), (0.6, 7874914.843361148), (0.3, 7874915.617456338))",7874914.965505178,-0.281040139113343,7874914.965505178,282,262,142,424,404
455.7338023473456,48.913088322264656,4.0,1818.9061035093823,12ca5,0.010647954040913952,0.7151503517001526,61820656.34593442,15.715871484067842,0.2848496482998473,24623622.3976416,0.7376318320870965,"((1, 18330568.647178087), (0.6, 6562097.892264217), (0.3, 6827510.478492041))",7693702.074717805,6688307.991639463,"((1, 7693700.898513462), (0.6, 7693702.507676415), (0.3, 7693702.817963536))",7693702.074717805,-0.47824514032303056,7693702.074717805,254,181,173,427,354
500.60063007247084,47.947739195257824,3.0,1498.7800608074126,12ca5,0.025700934930904498,0.7061956123597507,48734889.24395412,15.812547689150596,0.2938043876402494,20275578.098241094,3.236827810819281,"((1, 16244965.163317576), (0.6, 2202053.2216594946), (0.3, 4435448.604571945))",4323367.344233303,7367195.695797924,"((1, 4323366.898000963), (0.6, 4323368.195548505), (0.3, 4323366.939150443))",4323367.344233303,-0.039288327640731424,4323367.344233303,279,281,148,427,429
423.9972682829683,41.06827407937435,4.0,1691.9599672518732,12ca5,0.04188474188102817,0.7073702364955845,62634894.59940851,15.753098717914211,0.2926297635044156,25911232.121601034,0.8647498198565331,"((1, 20878298.235904124), (0.6, 3079563.8223376838), (0.3, 9927705.184191668))",8230771.389940311,6941987.799517514,"((1, 8230769.790763333), (0.6, 8230773.085761606), (0.3, 8230771.293295997))",8230771.389940311,-0.4211569045430936,8230771.389940311,273,174,163,436,337
555.965051338575,50.7048849495749,3.0,1664.873324605725,12ca5,0.008729215833165603,0.7012921387860203,75012296.8979059,15.861612210161393,0.29870786121397963,31950682.934944905,4.939596663872663,"((1, 25004099.08876665), (0.6, 1847782.987570824), (0.3, 8132329.808270521))",9122544.445570935,7737678.07431641,"((1, 9122545.096041918), (0.6, 9122542.893210793), (0.3, 9122545.347460091))",9122544.445570935,-0.0071574846623481125,9122544.445570935,298,101,139,437,240
424.2115218016974,38.84921287013531,2.0,846.4084906633948,12ca5,0.01139954791767211,0.7062729754444423,37701440.33526988,15.761125603118668,0.2937270245555577,15679393.486872587,3.6513082062805897,"((1, 13699682.524152523), (0.6, 4328257.883972829), (0.3, 12361172.906997023))",5188412.623581475,6997934.57746567,"((1, 5188412.3648755), (0.6, 5188413.10176919), (0.3, 5188412.404099733))",5188412.623581475,-0.025957149251808698,5188412.623581475,278,370,161,439,531
435.74504352753695,40.002103165817196,4.0,1738.9510682301477,12ca5,0.007724100700852212,0.7191381795266452,74365627.63853396,15.555347203404287,0.28086182047335473,29043744.51784811,1.214505379958993,"((1, 24788542.938804626), (0.6, 3574230.639740121), (0.3, 11580324.121001355))",11656515.794337938,5696412.811655925,"((1, 11656515.551319113), (0.6, 11656514.926573968), (0.3, 11656516.905120732))",11656515.794337938,-0.2968568093143693,11656515.794337938,241,103,201,442,304
404.2133021835152,34.455372165301256,4.0,1612.8241028540608,12ca5,0.04265017480521747,0.7104070905152614,41786881.95559498,15.683761638111257,0.2895929094847386,17034155.32499687,3.3255240362881944,"((1, 13928959.396609822), (0.6, 4510890.273944013), (0.3, 11814646.90438739))",5678051.251129657,6476958.806062549,"((1, 5678052.189222108), (0.6, 5678048.888471171), (0.3, 5678052.675695691))",5678051.251129657,-0.03595367278664163,5678051.251129657,264,336,178,442,514
549.9622101265545,52.03395909741594,3.0,1646.8648009696635,12ca5,0.04231394940304008,0.6983910089118047,95311342.46723346,15.886676369377103,0.3016089910881953,41161408.829697564,-2.366912467287132,"((1, 25403055.35893348), (0.6, 5541255.99215084), (0.3, 9805596.581506679))",10613205.402154393,7934067.354556259,"((1, 10613205.815538947), (0.6, 10613204.890811127), (0.3, 10613205.500113102))",10613205.402154393,0.09376979710664524,10613205.402154393,310,46,133,443,179
408.22532090815054,41.36165073219597,4.0,1628.872177752602,12ca5,0.028307096255807792,0.6779269371810832,85857366.4753963,16.28711117559155,0.32207306281891684,40789565.17243505,1.366201739952839,"((1, 28529582.200186197), (0.6, 4779144.942956264), (0.3, 14888412.733672105))",9838728.710616285,11841385.22097523,"((1, 9838728.245291369), (0.6, 9838728.563516945), (0.3, 9838729.323040543))",9838728.710616285,-0.25507395916040565,9838728.710616285,389,61,56,445,117
450.73694688090666,38.64555151931413,4.0,1798.9186816436265,12ca5,0.04643190944959316,0.6742725155590424,75478503.1556415,16.391831587426335,0.3257274844409576,36462146.08328221,0.7940651101537457,"((1, 25159500.760973755), (0.6, 11517139.262158081), (0.3, 13674864.549832115))",9003507.4953156,13148675.478233598,"((1, 9003506.109159324), (0.6, 9003508.54499611), (0.3, 9003507.831791366))",9003507.4953156,-0.45200361104068865,9003507.4953156,404,99,42,446,141
439.7268640667472,38.40921492844312,2.0,877.4391751934944,12ca5,0.04385026587098932,0.6757326349604178,111446626.25198507,16.371554924372244,0.32426736503958226,53480477.28877148,-1.269404982380983,"((1, 36793154.2607188), (0.6, 6494795.0590733625), (0.3, 7393024.373788775))",12750027.630528528,12884749.032326559,"((1, 12750028.600624144), (0.6, 12750026.725132799), (0.3, 12750027.565828642))",12750027.630528528,0.2809987712648282,12750027.630528528,401,19,48,449,67
458.7350649955645,37.61036624760938,2.0,915.455577051129,12ca5,0.041877584243163055,0.7039641140411019,55770064.91480777,15.772943670465073,0.296035885958898,23452815.63042348,-0.1731240478719702,"((1, 18590017.344430417), (0.6, 6225020.37156416), (0.3, 9320184.863924174))",7817605.546526669,7081127.259680007,"((1, 7817606.682107854), (0.6, 7817606.96183153), (0.3, 7817602.995640621))",7817605.546526669,0.8410332799848601,7817605.546526669,290,231,159,449,390
401.4745172384809,38.38467438994167,2.0,800.9344815369618,12ca5,0.03250166782915522,0.7258879738963213,86585781.85054925,15.431870912235894,0.27411202610367874,32696786.485424194,-1.8678152473595913,"((1, 29953734.20323777), (0.6, 3839622.3274530265), (0.3, 15156588.613010535))",15528485.384278618,5034732.286606491,"((1, 15528486.531177096), (0.6, 15528483.454742437), (0.3, 15528486.16691632))",15528485.384278618,0.1544607519874719,15528485.384278618,215,58,234,449,292
447.2219032387212,22.10422307259171,2.0,892.4292535374424,12ca5,0.013618750291795203,0.77391563633427,14256878.344696825,14.958573537959882,0.22608436366573012,4164869.03364273,-0.7669413458375423,"((1, 4752292.304422399), (0.6, 2972185.058732368), (0.3, 2166228.011627561))",1388289.126966757,3136360.276556796,"((1, 1388290.586990222), (0.6, 1388287.9649972403), (0.3, 1388288.8289128088))",1388289.126966757,0.4644314331979462,1388289.126966757,102,531,348,450,879
584.9530852995138,47.66454712412601,3.0,1751.8374264885413,12ca5,0.012420261368038622,0.7157250228592887,46309945.14755738,15.56587198879278,0.28427497714071126,18393598.34817128,-1.3243807875120528,"((1, 15546081.728652822), (0.6, 3935017.862474553), (0.3, 8631407.534967154))",6394381.285969843,5756682.942732263,"((1, 6394382.022871329), (0.6, 6394380.852043095), (0.3, 6394380.982995107))",6394381.285969843,0.26596759856867813,6394381.285969843,252,297,199,451,496
432.23027462126953,46.317492742316254,2.0,862.445996302539,12ca5,0.040991924895703996,0.6891916245229478,71266398.72447321,16.00803901222617,0.31080837547705226,32139383.04747326,-1.080512711969763,"((1, 23755465.005359787), (0.6, 14028411.448750338), (0.3, 7997537.166181651))",11359428.323273119,8957833.978237554,"((1, 11359428.833487997), (0.6, 11359428.773308761), (0.3, 11359427.363022596))",11359428.323273119,0.3394214555817787,11359428.323273119,345,115,107,452,222
415.242094626006,37.770680769203345,2.0,828.469636312012,12ca5,0.02402604282065161,0.7641259603657219,78684129.64006114,15.038785589210173,0.2358740396342782,24288591.771473903,-3.067298377025178,"((1, 20226688.706175685), (0.6, 2164156.2699189405), (0.3, 6721663.504800671))",9796919.907233234,3398299.06433078,"((1, 9796919.157432633), (0.6, 9796921.881743906), (0.3, 9796918.682523167))",9796919.907233234,0.04654673687716393,9796919.907233234,125,87,327,452,414
400.96120974898196,37.20278920762096,4.0,1599.8157331159277,12ca5,0.004979881748969176,0.7059756988240702,70075599.410775,15.719608085559372,0.29402430117592976,29185040.194098853,-2.9446052016920623,"((1, 23374496.996329993), (0.6, 2538305.1991187404), (0.3, 3294224.5387835302))",8500734.500181511,6713346.283183157,"((1, 8500734.65038872), (0.6, 8500734.404041706), (0.3, 8500734.446114108))",8500734.500181511,0.05262283112045141,8500734.500181511,281,125,172,453,297
